gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,ChargeRatio,TotalServices,MonthlyToTenureRatio,Senior_With_Partner,Cluster
Male,,No,No,4,,No,DSL,,,,,,,Month-to-month,Yes,Electronic check,56.4,234.85,0,0-1yr,0.2401532893336172,0.0,11.28,0,1
Male,,No,No,19,,No,DSL,,,,,,,One year,Yes,Bank transfer (automatic),65.35,1231.85,0,1-2yr,0.053050290213905914,0.0,3.2674999999999996,0,1
Female,,No,Yes,8,,No,No,,,,,,,Month-to-month,No,Mailed check,19.95,170.9,0,0-1yr,0.11673493270918665,0.0,2.216666666666667,0,1
Female,,No,No,71,,Yes,Fiber optic,,,,,,,Two year,Yes,Electronic check,111.25,7984.15,0,5-6yr,0.0139338564530977,0.0,1.5451388888888888,0,0
Male,,No,No,10,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,72.85,688.65,1,0-1yr,0.10578668409206418,0.0,6.622727272727272,0,1
Female,,No,No,15,,Yes,Fiber optic,,,,,,,Month-to-month,No,Credit card (automatic),89.0,1288.3,0,1-2yr,0.06908328805402468,0.0,5.5625,0,1
Male,,Yes,Yes,72,,Yes,Fiber optic,,,,,,,One year,Yes,Bank transfer (automatic),106.1,7848.5,0,5-6yr,0.013518506721029496,0.0,1.4534246575342464,0,0
Male,,No,No,12,,No,No,,,,,,,One year,No,Credit card (automatic),20.05,267.0,0,0-1yr,0.0750936329588015,0.0,1.5423076923076924,0,1
Male,,Yes,Yes,72,,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),25.2,1798.9,0,5-6yr,0.014008560787147701,0.0,0.34520547945205476,0,1
Male,,Yes,No,1,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,73.55,73.55,1,0-1yr,1.0,0.0,36.775,0,1
Female,,No,No,23,,No,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,0,1-2yr,0.04587630434121262,0.0,3.141666666666667,0,1
Male,,No,No,72,,No phone service,DSL,,,,,,,Two year,Yes,Bank transfer (automatic),65.55,4807.45,0,5-6yr,0.013635087208395303,0.0,0.897945205479452,0,0
Female,,No,No,26,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,80.7,2193.0,0,2-3yr,0.03679890560875513,0.0,2.988888888888889,0,1
Female,,No,No,21,,No,Fiber optic,,,,,,,One year,Yes,Mailed check,104.55,2239.4,0,1-2yr,0.04668661248548718,0.0,4.752272727272727,0,1
Male,,Yes,No,60,,Yes,No,,,,,,,One year,No,Bank transfer (automatic),24.15,1505.9,0,4-5yr,0.016036921442326844,0.0,0.39590163934426226,0,1
Male,,No,No,12,,No,No,,,,,,,Month-to-month,No,Mailed check,20.45,255.35,0,0-1yr,0.08008615625611905,0.0,1.573076923076923,0,1
Male,,Yes,No,16,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,75.4,1189.4,0,1-2yr,0.06339330755002523,0.0,4.435294117647059,0,1
Female,,Yes,No,63,,Yes,DSL,,,,,,,One year,Yes,Credit card (automatic),79.7,4786.15,0,5-6yr,0.016652215246074614,0.0,1.2453125,0,0
Female,,No,No,22,,No,Fiber optic,,,,,,,Month-to-month,No,Electronic check,81.7,1820.9,0,1-2yr,0.04486792245592839,0.0,3.5521739130434784,0,1
Female,,Yes,Yes,32,,No,DSL,,,,,,,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,0,2-3yr,0.031736788469937396,0.0,2.312121212121212,0,1
Female,,No,No,3,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,79.4,205.05,1,0-1yr,0.3872226286271641,0.0,19.85,0,1
Female,,No,No,13,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,81.15,952.3,1,1-2yr,0.08521474325317653,0.0,5.796428571428572,0,1
Female,,Yes,Yes,68,,Yes,Fiber optic,,,,,,,Two year,Yes,Credit card (automatic),103.75,7039.45,0,5-6yr,0.014738367344039662,0.0,1.5036231884057971,0,0
Female,,Yes,Yes,30,,No,Fiber optic,,,,,,,One year,No,Electronic check,86.45,2538.05,0,2-3yr,0.034061582711136504,0.0,2.7887096774193547,0,1
Female,,No,No,16,,No,Fiber optic,,,,,,,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,0,1-2yr,0.06192027043739951,0.0,4.417647058823529,0,1
Male,,No,No,33,,No,Fiber optic,,,,,,,Two year,No,Bank transfer (automatic),80.6,2651.1,0,2-3yr,0.030402474444570178,0.0,2.3705882352941177,0,1
Male,,Yes,No,72,,No,No,,,,,,,Two year,No,Credit card (automatic),19.3,1304.8,0,5-6yr,0.014791538933169835,0.0,0.26438356164383564,0,1
Female,,No,No,4,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,84.6,360.1,1,0-1yr,0.23493474034990278,0.0,16.919999999999998,0,1
Female,,No,No,12,,No phone service,DSL,,,,,,,One year,Yes,Mailed check,33.6,435.45,0,0-1yr,0.07716155700998967,0.0,2.5846153846153848,0,1
Female,,Yes,No,4,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,83.25,308.05,0,0-1yr,0.2702483363090407,0.0,16.65,0,1
Female,,Yes,Yes,0,,No,DSL,,,,,,,Two year,No,Mailed check,80.85,1397.475,0,,0.057854344442655505,0.0,80.85,0,1
Female,,No,No,6,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,79.05,434.5,1,0-1yr,0.1819332566168009,0.0,11.292857142857143,0,1
Female,,Yes,No,65,,Yes,Fiber optic,,,,,,,One year,Yes,Credit card (automatic),108.05,7118.9,0,5-6yr,0.015177906699068676,0.0,1.637121212121212,0,0
Female,,No,No,15,,No,No,,,,,,,Month-to-month,No,Mailed check,19.9,320.45,0,1-2yr,0.06210017163364019,0.0,1.24375,0,1
Female,,No,Yes,24,,No,No,,,,,,,One year,No,Bank transfer (automatic),21.05,531.55,0,1-2yr,0.03960116640015051,0.0,0.8420000000000001,0,1
Female,,No,Yes,13,,No phone service,DSL,,,,,,,Month-to-month,No,Electronic check,30.15,382.2,0,1-2yr,0.07888540031397175,0.0,2.1535714285714285,0,1
Male,,No,No,24,,No,Fiber optic,,,,,,,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,0,1-2yr,0.03990504747626187,0.0,3.194,0,1
Female,,Yes,No,72,,No phone service,DSL,,,,,,,Two year,No,Bank transfer (automatic),65.5,4919.7,0,5-6yr,0.013313819948370836,0.0,0.8972602739726028,0,0
Female,,Yes,Yes,54,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,0,4-5yr,0.018438485245669347,0.0,1.8927272727272726,0,0
Female,,No,No,3,,Yes,Fiber optic,,,,,,,Month-to-month,No,Bank transfer (automatic),74.4,215.8,1,0-1yr,0.3447636700648749,0.0,18.6,0,1
Male,,Yes,Yes,4,,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.5,77.6,0,0-1yr,0.26417525773195877,0.0,4.1,0,1
Female,,Yes,Yes,32,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Mailed check,91.35,2896.55,0,2-3yr,0.0315375187723326,0.0,2.768181818181818,0,0
Male,,No,No,35,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,99.05,3395.8,1,2-3yr,0.029168384474939628,0.0,2.7513888888888887,0,0
Male,,Yes,Yes,35,,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.5,759.35,0,2-3yr,0.026996773556331073,0.0,0.5694444444444444,0,1
Male,,No,No,2,,No,DSL,,,,,,,Month-to-month,No,Mailed check,44.95,85.15,1,0-1yr,0.5278919553728714,0.0,14.983333333333334,0,1
Female,,No,No,8,,No,Fiber optic,,,,,,,Month-to-month,No,Electronic check,75.6,535.55,0,0-1yr,0.1411632900756232,0.0,8.399999999999999,0,1
Male,,No,No,22,,No,DSL,,,,,,,Month-to-month,No,Mailed check,55.1,1253.15,0,1-2yr,0.04396919762199258,0.0,2.3956521739130436,0,1
Female,,No,No,15,,No,DSL,,,,,,,Month-to-month,No,Electronic check,58.95,955.15,0,1-2yr,0.06171805475579752,0.0,3.684375,0,1
Male,,No,No,22,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,95.1,2162.6,0,1-2yr,0.04397484509386849,0.0,4.134782608695652,0,1
Male,,Yes,No,1,,No,DSL,,,,,,,Month-to-month,No,Credit card (automatic),44.7,44.7,1,0-1yr,1.0,0.0,22.35,0,1
Female,,Yes,Yes,71,,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),25.45,1813.35,0,5-6yr,0.01403479747428792,0.0,0.3534722222222222,0,1
Male,,No,No,4,,No,DSL,,,,,,,Month-to-month,No,Electronic check,56.75,245.15,0,0-1yr,0.23149092392412807,0.0,11.35,0,1
Male,,No,No,25,,Yes,DSL,,,,,,,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,0,2-3yr,0.04029475552050473,0.0,3.144230769230769,0,1
Female,,Yes,Yes,32,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,86.1,2723.75,0,2-3yr,0.03161083065626434,0.0,2.609090909090909,0,0
Male,,Yes,No,7,,No phone service,DSL,,,,,,,Month-to-month,No,Bank transfer (automatic),29.8,220.45,0,0-1yr,0.13517804490814245,0.0,3.725,0,1
Male,,No,No,17,,No,No,,,,,,,One year,Yes,Mailed check,20.5,365.8,0,1-2yr,0.056041552761071624,0.0,1.1388888888888888,0,1
Male,,Yes,No,8,,No,DSL,,,,,,,Month-to-month,No,Bank transfer (automatic),60.9,551.95,0,0-1yr,0.11033608116677233,0.0,6.766666666666667,0,1
Female,,No,No,56,,Yes,DSL,,,,,,,Two year,No,Bank transfer (automatic),73.25,4054.2,0,4-5yr,0.01806768289674905,0.0,1.2850877192982457,0,0
Male,,No,No,1,,No,DSL,,,,,,,Month-to-month,Yes,Mailed check,45.7,45.7,1,0-1yr,1.0,0.0,22.85,0,1
Male,,No,No,8,,No,Fiber optic,,,,,,,Month-to-month,No,Credit card (automatic),100.3,832.35,1,0-1yr,0.12050219258725295,0.0,11.144444444444444,0,1
Male,,No,No,7,,No,No,,,,,,,Month-to-month,No,Electronic check,19.25,112.3,1,0-1yr,0.1714158504007124,0.0,2.40625,0,1
Male,,No,Yes,3,,No,No,,,,,,,Month-to-month,No,Mailed check,20.85,60.65,0,0-1yr,0.3437757625721352,0.0,5.2125,0,1
Female,,No,No,71,,No,DSL,,,,,,,Two year,No,Credit card (automatic),77.35,5550.1,0,5-6yr,0.01393668582548062,0.0,1.0743055555555554,0,0
Female,,No,No,2,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,96.0,174.8,1,0-1yr,0.5491990846681922,0.0,32.0,0,1
Female,,No,No,1,,No,Fiber optic,,,,,,,Month-to-month,No,Electronic check,90.55,90.55,1,0-1yr,1.0,0.0,45.275,0,1
Male,,Yes,No,49,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,0,4-5yr,0.019828442247153025,0.0,1.8769999999999998,0,0
Male,,No,No,58,,No,DSL,,,,,,,Two year,No,Bank transfer (automatic),70.1,4048.95,0,4-5yr,0.01731313056471431,0.0,1.1881355932203388,0,0
Male,,Yes,No,44,,No phone service,DSL,,,,,,,Month-to-month,Yes,Electronic check,30.35,1359.7,1,3-4yr,0.022321100242700596,0.0,0.6744444444444445,0,1
Female,,Yes,Yes,59,,No,DSL,,,,,,,Two year,Yes,Credit card (automatic),75.95,4542.35,0,4-5yr,0.016720420046892028,0.0,1.2658333333333334,0,0
Male,,No,No,71,,Yes,Fiber optic,,,,,,,Two year,Yes,Electronic check,108.05,7532.15,1,5-6yr,0.014345173688787398,0.0,1.5006944444444443,0,0
Male,,No,No,1,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,69.9,69.9,1,0-1yr,1.0,0.0,34.95,0,1
Female,,No,No,11,,Yes,Fiber optic,,,,,,,Month-to-month,No,Electronic check,75.25,888.65,0,0-1yr,0.08467900748326113,0.0,6.270833333333333,0,1
Male,,Yes,No,62,,Yes,Fiber optic,,,,,,,One year,Yes,Electronic check,103.75,6383.35,1,5-6yr,0.016253221270962737,0.0,1.6468253968253967,0,0
Female,,Yes,Yes,35,,No,DSL,,,,,,,One year,Yes,Bank transfer (automatic),54.95,1916.0,0,2-3yr,0.028679540709812112,0.0,1.526388888888889,0,1
Female,,No,No,20,,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,0,1-2yr,0.04721549636803874,0.0,0.9285714285714286,0,1
Male,,Yes,Yes,40,,No,No,,,,,,,Two year,No,Mailed check,19.6,808.95,0,3-4yr,0.024228938747759443,0.0,0.4780487804878049,0,1
Female,,No,No,39,,No,DSL,,,,,,,One year,Yes,Electronic check,47.85,1886.4,0,3-4yr,0.025365776081424936,0.0,1.19625,0,1
Male,,No,No,1,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,86.6,86.6,1,0-1yr,1.0,0.0,43.3,0,1
Female,,Yes,Yes,72,,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),23.75,1679.25,0,5-6yr,0.01414321869882388,0.0,0.3253424657534247,0,1
Female,,Yes,No,33,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,1,2-3yr,0.030340673818934686,0.0,2.3705882352941177,0,1
Female,,No,No,12,,No,DSL,,,,,,,Month-to-month,No,Bank transfer (automatic),43.8,540.95,0,0-1yr,0.08096866623532673,0.0,3.369230769230769,0,1
Male,,No,No,1,,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.75,19.75,0,0-1yr,1.0,0.0,9.875,0,1
Male,,No,Yes,27,,No,No,,,,,,,Month-to-month,No,Mailed check,19.15,537.35,0,2-3yr,0.035637852423932255,0.0,0.6839285714285713,0,1
Male,,Yes,Yes,34,,No,No,,,,,,,One year,No,Credit card (automatic),19.6,678.8,0,2-3yr,0.02887448438420743,0.0,0.56,0,1
Female,,Yes,No,56,,No,Fiber optic,,,,,,,Two year,No,Bank transfer (automatic),80.3,4513.65,0,4-5yr,0.01779047998847939,0.0,1.4087719298245613,0,0
Female,,No,No,58,,Yes,No,,,,,,,Two year,No,Credit card (automatic),24.35,1423.85,0,4-5yr,0.01710152052533624,0.0,0.4127118644067797,0,1
Female,,Yes,Yes,22,,Yes,No,,,,,,,Two year,No,Credit card (automatic),25.25,555.4,0,1-2yr,0.045462729564278,0.0,1.0978260869565217,0,1
Female,,Yes,Yes,10,,Yes,No,,,,,,,Two year,No,Credit card (automatic),26.1,225.55,0,0-1yr,0.11571713589004655,0.0,2.372727272727273,0,1
Male,,No,No,13,,No,No,,,,,,,Two year,No,Credit card (automatic),20.0,268.45,0,1-2yr,0.07450176941702366,0.0,1.4285714285714286,0,1
Female,,No,No,35,,Yes,Fiber optic,,,,,,,Month-to-month,No,Credit card (automatic),85.3,2917.5,1,2-3yr,0.029237360754070265,0.0,2.3694444444444445,0,0
Female,,No,No,34,,No,Fiber optic,,,,,,,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,1,2-3yr,0.02897231074872729,0.0,2.0,0,1
Female,,No,No,4,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,94.3,424.45,1,0-1yr,0.22216986688655907,0.0,18.86,0,1
Male,,Yes,No,72,,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.7,1492.1,0,5-6yr,0.013873064807988741,0.0,0.28356164383561644,0,1
Male,,No,No,2,,No,DSL,,,,,,,Month-to-month,No,Electronic check,70.3,132.4,0,0-1yr,0.5309667673716012,0.0,23.433333333333334,0,1
Female,,No,No,7,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,95.35,660.9,1,0-1yr,0.1442729611136329,0.0,11.91875,0,1
Male,,Yes,No,27,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,75.5,1893.95,1,2-3yr,0.03986377676285013,0.0,2.6964285714285716,0,1
Male,,Yes,Yes,4,,No,Fiber optic,,,,,,,Month-to-month,Yes,Mailed check,69.55,284.9,0,0-1yr,0.24412074412074414,0.0,13.91,0,1
Female,,No,No,37,,No,No,,,,,,,Two year,No,Mailed check,19.85,784.25,0,3-4yr,0.025310806503028374,0.0,0.5223684210526316,0,1
Male,,No,No,21,,No,No,,,,,,,Month-to-month,No,Mailed check,20.0,417.7,0,1-2yr,0.04788125448886761,0.0,0.9090909090909091,0,1
Female,,Yes,No,53,,Yes,Fiber optic,,,,,,,One year,Yes,Credit card (automatic),95.85,5016.25,0,4-5yr,0.019107899327186643,0.0,1.775,0,0
Female,,No,No,18,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,90.1,1612.75,1,1-2yr,0.055867307394202446,0.0,4.742105263157894,0,1
Female,,No,No,2,,No,Fiber optic,,,,,,,Month-to-month,No,Electronic check,68.95,119.75,1,0-1yr,0.5757828810020877,0.0,22.983333333333334,0,1
Male,,Yes,Yes,32,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,1,2-3yr,0.031064234783829747,0.0,3.0166666666666666,0,0
Male,,Yes,No,23,,No,No,,,,,,,One year,Yes,Electronic check,20.75,485.2,0,1-2yr,0.04276586974443528,0.0,0.8645833333333334,0,1
Male,,No,No,3,,No,DSL,,,,,,,Month-to-month,Yes,Mailed check,50.15,160.85,0,0-1yr,0.31178116257382654,0.0,12.5375,0,1
Female,,Yes,Yes,71,,No phone service,DSL,,,,,,,Two year,No,Mailed check,58.65,4145.25,0,5-6yr,0.014148724443640312,0.0,0.8145833333333333,0,0
Male,,No,No,9,,No,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,0,0-1yr,0.1158982415855943,0.0,9.59,0,1
Female,,No,No,1,,No,DSL,,,,,,,Month-to-month,No,Electronic check,49.5,49.5,0,0-1yr,1.0,0.0,24.75,0,1
Male,,Yes,Yes,18,,No,DSL,,,,,,,Month-to-month,No,Electronic check,57.45,990.85,1,1-2yr,0.057980521774234246,0.0,3.0236842105263158,0,1
Male,,Yes,Yes,12,,No,DSL,,,,,,,One year,No,Credit card (automatic),53.65,696.35,1,0-1yr,0.07704458964601134,0.0,4.1269230769230765,0,1
Male,,Yes,No,71,,Yes,DSL,,,,,,,Two year,Yes,Mailed check,80.1,5585.4,0,5-6yr,0.014340960360941025,0.0,1.1124999999999998,0,0
Female,,No,No,64,,Yes,No,,,,,,,One year,Yes,Bank transfer (automatic),24.4,1601.2,0,5-6yr,0.015238571071696226,0.0,0.37538461538461537,0,1
Male,,No,No,4,,No phone service,DSL,,,,,,,Month-to-month,Yes,Electronic check,40.05,162.45,0,0-1yr,0.24653739612188366,0.0,8.01,0,1
Female,,No,No,23,,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.5,470.2,0,1-2yr,0.04147171416418546,0.0,0.8125,0,1
Female,,Yes,Yes,39,,No,DSL,,,,,,,Month-to-month,No,Credit card (automatic),51.05,2066.0,0,3-4yr,0.02470958373668925,0.0,1.2762499999999999,0,1
Male,,Yes,No,28,,No,DSL,,,,,,,One year,No,Mailed check,54.35,1426.45,0,2-3yr,0.03810158084755862,0.0,1.8741379310344828,0,1
Female,,No,No,5,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,84.7,392.5,0,0-1yr,0.21579617834394904,0.0,14.116666666666667,0,1
Female,,Yes,No,45,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,86.1,3861.45,0,3-4yr,0.02229732354426446,0.0,1.8717391304347826,0,0
Male,,No,No,37,,No,Fiber optic,,,,,,,Month-to-month,Yes,Mailed check,70.35,2552.9,0,3-4yr,0.027556896078969013,0.0,1.851315789473684,0,1
Female,,Yes,No,60,,No,Fiber optic,,,,,,,Two year,Yes,Bank transfer (automatic),110.0,6668.35,0,4-5yr,0.016495834801712565,0.0,1.8032786885245902,0,0
Male,,No,No,8,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,100.6,819.4,1,0-1yr,0.12277276055650475,0.0,11.177777777777777,0,1
Female,,No,No,47,,Yes,Fiber optic,,,,,,,One year,No,Credit card (automatic),94.9,4615.25,0,3-4yr,0.020562266399436653,0.0,1.9770833333333335,0,0
Male,,Yes,Yes,26,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,83.75,2070.6,1,2-3yr,0.04044721336810587,0.0,3.1018518518518516,0,1
Female,,Yes,Yes,3,,No,Fiber optic,,,,,,,Month-to-month,Yes,Mailed check,88.3,273.75,1,0-1yr,0.3225570776255708,0.0,22.075,0,1
Female,,Yes,Yes,50,,No,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,0,4-5yr,0.01960536301543132,0.0,1.3676470588235294,0,0
Male,,Yes,Yes,27,,Yes,DSL,,,,,,,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,0,2-3yr,0.036584742731592665,0.0,2.557142857142857,0,1
Female,,No,No,8,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,92.1,729.95,1,0-1yr,0.12617302554969517,0.0,10.233333333333333,0,1
Female,,Yes,No,62,,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),23.65,1416.75,0,5-6yr,0.01669313569790012,0.0,0.3753968253968254,0,1
Female,,Yes,No,71,,No,DSL,,,,,,,Two year,No,Bank transfer (automatic),81.85,5924.4,0,5-6yr,0.013815745054351495,0.0,1.1368055555555554,0,0
Male,,No,No,66,,Yes,No,,,,,,,Two year,No,Mailed check,25.1,1697.7,0,5-6yr,0.014784708723567179,0.0,0.37462686567164183,0,1
Male,,Yes,Yes,68,,Yes,Fiber optic,,,,,,,Two year,Yes,Bank transfer (automatic),114.7,7849.85,0,5-6yr,0.014611744173455543,0.0,1.6623188405797102,0,0
Female,,No,No,13,,No phone service,DSL,,,,,,,Month-to-month,No,Electronic check,49.15,649.4,0,1-2yr,0.075685247921158,0.0,3.5107142857142857,0,1
Male,,Yes,No,56,,No,Fiber optic,,,,,,,One year,Yes,Electronic check,80.9,4557.5,0,4-5yr,0.017750959956116294,0.0,1.4192982456140353,0,0
Male,,Yes,No,38,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,79.45,3013.05,1,3-4yr,0.026368629793730603,0.0,2.037179487179487,0,0
Male,,No,No,14,,No,Fiber optic,,,,,,,Month-to-month,No,Credit card (automatic),90.45,1266.1,1,1-2yr,0.07143985467182688,0.0,6.03,0,1
Female,,No,Yes,16,,No,No,,,,,,,One year,Yes,Bank transfer (automatic),19.3,360.35,0,1-2yr,0.05355903982239489,0.0,1.1352941176470588,0,1
Female,,Yes,Yes,14,,No,Fiber optic,,,,,,,Month-to-month,No,Electronic check,70.2,1046.5,0,1-2yr,0.06708074534161491,0.0,4.680000000000001,0,1
Male,,Yes,Yes,32,,No,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,1,2-3yr,0.02970739810043017,0.0,2.1136363636363638,0,1
Female,,No,No,8,,No,DSL,,,,,,,One year,No,Bank transfer (automatic),54.25,447.75,0,0-1yr,0.12116136236739251,0.0,6.027777777777778,0,1
Female,,Yes,Yes,43,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,0,3-4yr,0.023586978467677763,0.0,2.256818181818182,0,0
Female,,No,No,52,,Yes,DSL,,,,,,,One year,No,Credit card (automatic),74.0,3877.65,0,4-5yr,0.01908372338916612,0.0,1.3962264150943395,0,0
Male,,No,No,3,,No,DSL,,,,,,,Month-to-month,Yes,Mailed check,50.25,152.3,0,0-1yr,0.329940906106369,0.0,12.5625,0,1
Male,,No,No,29,,No,No,,,,,,,One year,Yes,Mailed check,19.8,572.2,0,2-3yr,0.03460328556448794,0.0,0.66,0,1
Female,,No,No,1,,No,No,,,,,,,Month-to-month,No,Mailed check,19.65,19.65,1,0-1yr,1.0,0.0,9.825,0,1
Male,,No,No,12,,No phone service,DSL,,,,,,,Month-to-month,Yes,Electronic check,43.65,526.95,1,0-1yr,0.08283518360375747,0.0,3.3576923076923078,0,1
Female,,Yes,Yes,16,,No phone service,DSL,,,,,,,Month-to-month,Yes,Credit card (automatic),35.5,552.7,0,1-2yr,0.06423014293468428,0.0,2.088235294117647,0,1
Female,,No,No,40,,Yes,DSL,,,,,,,One year,Yes,Mailed check,80.75,3208.65,0,3-4yr,0.025166347217677215,0.0,1.9695121951219512,0,0
Female,,No,No,5,,No phone service,DSL,,,,,,,Month-to-month,No,Electronic check,39.5,210.75,1,0-1yr,0.1874258600237248,0.0,6.583333333333333,0,1
Male,,Yes,No,40,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,1,3-4yr,0.026194040923130876,0.0,2.368292682926829,0,0
Female,,No,No,36,,No,No,,,,,,,One year,No,Mailed check,19.55,620.75,0,2-3yr,0.03149416028997181,0.0,0.5283783783783784,0,1
Female,,No,No,5,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,80.0,412.5,1,0-1yr,0.19393939393939394,0.0,13.333333333333334,0,1
Female,,No,No,10,,No,Fiber optic,,,,,,,Month-to-month,Yes,Mailed check,84.7,832.05,1,0-1yr,0.10179676702121268,0.0,7.7,0,1
Male,,Yes,Yes,2,,No,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,1,0-1yr,0.48261924009700885,0.0,29.849999999999998,0,1
Male,,No,No,23,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,90.6,1943.2,1,1-2yr,0.046624125154384514,0.0,3.775,0,1
Male,,Yes,Yes,26,,No,No,,,,,,,One year,Yes,Bank transfer (automatic),20.05,505.9,0,2-3yr,0.039632338406799764,0.0,0.7425925925925926,0,1
Female,,Yes,No,72,,Yes,Fiber optic,,,,,,,Two year,Yes,Electronic check,112.4,8046.85,0,5-6yr,0.013968198736151414,0.0,1.5397260273972604,0,0
Female,,Yes,No,34,,No,DSL,,,,,,,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,0,2-3yr,0.027653831322646396,0.0,1.4342857142857144,0,1
Male,,No,No,10,,No,DSL,,,,,,,Month-to-month,No,Bank transfer (automatic),62.25,612.95,0,0-1yr,0.10155803899176115,0.0,5.659090909090909,0,1
Female,,No,No,14,,No,DSL,,,,,,,One year,No,Mailed check,55.7,795.15,0,1-2yr,0.0700496761617305,0.0,3.7133333333333334,0,1
Female,,No,No,23,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,1,1-2yr,0.041501520877500225,0.0,3.752083333333333,0,1
Male,,Yes,No,47,,No,No,,,,,,,Two year,No,Mailed check,19.65,973.1,0,3-4yr,0.020193196999280648,0.0,0.409375,0,1
Male,,Yes,No,24,,No,Fiber optic,,,,,,,Month-to-month,Yes,Electronic check,89.25,2210.2,0,1-2yr,0.040380960999004616,0.0,3.57,0,1
Male,,Yes,No,49,,Yes,Fiber optic,,,,,,,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,1,4-5yr,0.020406901879989697,0.0,1.9809999999999999,0,0
Male,,No,No,20,,No,DSL,,,,,,,One year,No,Mailed check,54.0,1055.9,0,1-2yr,0.05114120655365091,0.0,2.5714285714285716,0,1
Female,,No,No,2,,No,Fiber optic,,,,,,,Month-to-month,No,Bank transfer (automatic),69.75,144.55,1,0-1yr,0.4825319958491871,0.0,23.25,0,1
